es_ID;Study_no;author;title;date;research_group;source;species_latin;species_eng;geographic_location;model_species_0_wild_1_lab;tip_label;sex;age;pollution_type;measured_part_oryginal;measured_part;colour_type;HSB;UV_VIS_UV_VIS_other;method;carotenoids;colour_comment;study_type;raw_or_model;n;ES_physic;ES_biol
136;23;Eeva, T;The effects of diet quality and quantity on plumage colour and growth of great tit Parus major nestlings: a food manipulation experiment along a pollution gradient;2009;Eeva Lab;Web of Science;Parus major;great tit;Harjavalta, Finland;0;Parus_major;M/F;JUV;heavy_metals;feathers (breast);feathers;carotenoid-based;saturation;VIS;spectro;dietary;"""Dietary""";O;model;71;-0.396874234;-0.396874234
137;24;Geens, A;Does anthropogenic metal pollution affect carotenoid colouration, antioxidative capacity and physiological condition of great tits (Parus major)?;2009;Eens Lab;Web of Science;Parus major;great tit;"Antwerp; Belgium";0;Parus_major;M;AD;heavy_metals;feathers (breast);feathers;carotenoid-based;brightness;UV-VIS;spectro;dietary;"""Dietary""";O;raw;13;0.070156333;0.070156333
138;24;Geens, A;Does anthropogenic metal pollution affect carotenoid colouration, antioxidative capacity and physiological condition of great tits (Parus major)?;2009;Eens Lab;Web of Science;Parus major;great tit;"Antwerp; Belgium";0;Parus_major;F;AD;heavy_metals;feathers (breast);feathers;carotenoid-based;brightness;UV-VIS;spectro;dietary;"""Dietary""";O;raw;20;0.028924463;0.028924463
141;24;Geens, A;Does anthropogenic metal pollution affect carotenoid colouration, antioxidative capacity and physiological condition of great tits (Parus major)?;2009;Eens Lab;Web of Science;Parus major;great tit;"Antwerp; Belgium";0;Parus_major;M/F;AD;heavy_metals;feathers (breast);feathers;carotenoid-based;saturation;VIS;spectro;dietary;"""Dietary""";O;raw;33;-0.431675853;-0.431675853
142;24;Geens, A;Does anthropogenic metal pollution affect carotenoid colouration, antioxidative capacity and physiological condition of great tits (Parus major)?;2009;Eens Lab;Web of Science;Parus major;great tit;"Antwerp; Belgium";0;Parus_major;M/F;JUV;heavy_metals;feathers (breast);feathers;carotenoid-based;brightness;UV-VIS;spectro;dietary;"""Dietary""";O;raw;145;-0.149093719;-0.149093719
144;24;Geens, A;Does anthropogenic metal pollution affect carotenoid colouration, antioxidative capacity and physiological condition of great tits (Parus major)?;2009;Eens Lab;Web of Science;Parus major;great tit;"Antwerp; Belgium";0;Parus_major;M/F;JUV;heavy_metals;feathers (breast);feathers;carotenoid-based;saturation;VIS;spectro;dietary;"""Dietary""";O;raw;145;-0.226527973;-0.226527973
145;25;Dauwe, T;Melanin- and carotenoid-dependent signals of great tits (Parus major) relate differently to metal pollution;2008;Eens Lab;Web of Science;Parus major;great tit;"Antwerp; Belgium";0;Parus_major;M/F;AD;heavy_metals;feathers (breast);feathers;carotenoid-based;saturation;VIS;spectro;dietary;"""Dietary""";O;raw;40;-0.396047431;-0.396047431
152;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (neck);feathers;structural;brightness;UV-VIS;spectro;NA;;E;raw;10;-0.201704267;-0.201704267
157;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (neck);feathers;structural;brightness;UV-VIS;spectro;NA;;E;raw;9;-0.069542969;-0.069542969
162;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers;feathers;melanin-based;brightness;UV-VIS;spectro;NA;;E;raw;10;0.188824172;0.188824172
167;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers;feathers;melanin-based;brightness;UV-VIS;spectro;NA;;E;raw;9;0.374904897;0.374904897
178;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (neck);feathers;structural;brightness;UV-VIS;spectro;NA;;E;raw;35;-0.154099812;-0.154099812
183;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (neck);feathers;structural;brightness;UV-VIS;spectro;NA;;E;raw;36;0.090951414;0.090951414
188;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;brightness;UV-VIS;spectro;NA;;E;raw;38;-0.294217384;0.294217384
193;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;brightness;UV-VIS;spectro;NA;;E;raw;39;-0.295683323;0.295683323
198;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;brightness;UV-VIS;spectro;NA;;O;model;26;0.417133072;-0.417133072
203;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;brightness;UV-VIS;spectro;NA;;O;model;26;0.158113883;-0.158113883
209;31;Sykes, BE;Sex-specific relationships between urbanization, parasitism, and plumage coloration in house finches;2020;McGraw Lab;backward search;Carpodacus mexicanus;house finches;"Phoenix, Arizona; USA";0;Carpodacus_mexicanus;M;AD;urbanisation;rump;feathers;carotenoid-based;hue;VIS;photo;converted;"""Converted""";O;raw;50;0.408193395;-0.408193395
210;31;Sykes, BE;Sex-specific relationships between urbanization, parasitism, and plumage coloration in house finches;2020;McGraw Lab;backward search;Carpodacus mexicanus;house finches;"Phoenix, Arizona; USA";0;Carpodacus_mexicanus;F;AD;urbanisation;rump;feathers;carotenoid-based;hue;VIS;photo;converted;"""Converted""";O;raw;45;0.383641209;-0.383641209
213;32;Tringali, A;Suburban immigrants to wildlands disrupt honest signaling in ultra-violet plumage;2015;Archbold Biological Station;backward search;Aphelocoma coerulescens;Florida Scrub-Jay;"Florida; USA";0;Aphelocoma_coerulescens;M/F;JUV;urbanisation;tail feather;feathers;structural;brightness;UV-VIS;spectro;NA;;O;raw;68;-0.315191372;-0.315191372
214;32;Tringali, A;Suburban immigrants to wildlands disrupt honest signaling in ultra-violet plumage;2015;Archbold Biological Station;backward search;Aphelocoma coerulescens;Florida Scrub-Jay;"Florida; USA";0;Aphelocoma_coerulescens;M/F;JUV;urbanisation;tail feather;feathers;structural;saturation;UV;spectro;NA;;O;raw;68;0.199384636;0.199384636
215;32;Tringali, A;Suburban immigrants to wildlands disrupt honest signaling in ultra-violet plumage;2015;Archbold Biological Station;backward search;Aphelocoma coerulescens;Florida Scrub-Jay;"Florida; USA";0;Aphelocoma_coerulescens;M/F;JUV;urbanisation;tail feather;feathers;structural;hue;UV-VIS;spectro;NA;;O;raw;68;0.116641752;0.116641752
216;32;Tringali, A;Suburban immigrants to wildlands disrupt honest signaling in ultra-violet plumage;2015;Archbold Biological Station;backward search;Aphelocoma coerulescens;Florida Scrub-Jay;"Florida; USA";0;Aphelocoma_coerulescens;M/F;JUV;urbanisation;tail feather;feathers;structural;brightness;UV-VIS;spectro;NA;;O;raw;68;0;0
217;32;Tringali, A;Suburban immigrants to wildlands disrupt honest signaling in ultra-violet plumage;2015;Archbold Biological Station;backward search;Aphelocoma coerulescens;Florida Scrub-Jay;"Florida; USA";0;Aphelocoma_coerulescens;M/F;JUV;urbanisation;tail feather;feathers;structural;saturation;UV;spectro;NA;;O;raw;68;0.436578449;0.436578449
218;32;Tringali, A;Suburban immigrants to wildlands disrupt honest signaling in ultra-violet plumage;2015;Archbold Biological Station;backward search;Aphelocoma coerulescens;Florida Scrub-Jay;"Florida; USA";0;Aphelocoma_coerulescens;M/F;JUV;urbanisation;tail feather;feathers;structural;hue;UV-VIS;spectro;NA;;O;raw;68;0.247277805;0.247277805
225;34;Vallverdu?-Coll, N;Lead exposure reduces carotenoid-based coloration and constitutive immunity in wild mallards;2016;Mateo Lab;backward search;Anas platyrhynchos;mallards;"Canal Vell lagoon (Ebro delta); Spain";0;Anas_platyrhynchos;M;AD;heavy_metals;bill;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;(“Lab” color space;O;raw;17;0.578193392;-0.578193392
226;34;Vallverdu?-Coll, N;Lead exposure reduces carotenoid-based coloration and constitutive immunity in wild mallards;2016;Mateo Lab;backward search;Anas platyrhynchos;mallards;"Canal Vell lagoon (Ebro delta); Spain";0;Anas_platyrhynchos;M;AD;heavy_metals;bill;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;(“Lab” color space;O;raw;17;-0.450440538;-0.450440538
227;34;Vallverdu?-Coll, N;Lead exposure reduces carotenoid-based coloration and constitutive immunity in wild mallards;2016;Mateo Lab;backward search;Anas platyrhynchos;mallards;"Canal Vell lagoon (Ebro delta); Spain";0;Anas_platyrhynchos;M/F;AD;heavy_metals;leg;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;(“Lab” color space;O;raw;34;0.010954698;-0.010954698
228;34;Vallverdu?-Coll, N;Lead exposure reduces carotenoid-based coloration and constitutive immunity in wild mallards;2016;Mateo Lab;backward search;Anas platyrhynchos;mallards;"Canal Vell lagoon (Ebro delta); Spain";0;Anas_platyrhynchos;M/F;AD;heavy_metals;leg;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;(“Lab” color space;O;raw;34;0.072341853;0.072341853
230;36;Horak et al.;Growth conditions affect carotenoid-based plumage coloration of great tit nestlings;2001;Horak Lab;Web of Science;Parus major;great tit;"Tartu; Estonia";0;Parus_major;M/F;JUV;urbanisation;breast;feathers;carotenoid-based;saturation;VIS;spectro;dietary;"""Dietary""";E;raw;67;-0.235806794;-0.235806794
231;36;Horak et al.;Growth conditions affect carotenoid-based plumage coloration of great tit nestlings;2001;Horak Lab;Web of Science;Parus major;great tit;"Tartu; Estonia";0;Parus_major;M/F;JUV;urbanisation;breast;feathers;carotenoid-based;saturation;VIS;spectro;dietary;"""Dietary""";E;raw;94;-0.25420651;-0.25420651
241;39;H?rak et al.;Fat soluble antioxidants in brood-rearing great tits Parus major: relations to health and appearance;2004;Horak Lab;Web of Science;Parus major;Great tit;"Tartu; Estonia";0;Parus_major;F;AD;urbanisation;breast;feathers;carotenoid-based;hue;VIS;spectro;dietary;"""Dietary""";O;raw;9;-0.456289381;-0.456289381
242;39;H?rak et al.;Fat soluble antioxidants in brood-rearing great tits Parus major: relations to health and appearance;2004;Horak Lab;Web of Science;Parus major;Great tit;"Tartu; Estonia";0;Parus_major;M;AD;urbanisation;breast;feathers;carotenoid-based;hue;VIS;spectro;dietary;"""Dietary""";O;raw;10;-0.359596609;-0.359596609
244;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;brightness;UV;spectro;converted;"""Converted""";E;raw;18;-0.359522172;-0.359522172
245;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;brightness;VIS;spectro;converted;"""Converted""";E;raw;18;-0.210821805;-0.210821805
246;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;brightness;UV;spectro;converted;"""Converted""";E;raw;18;-0.141726902;-0.141726902
247;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;brightness;VIS;spectro;converted;"""Converted""";E;raw;18;-0.174987805;-0.174987805
248;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;brightness;UV;spectro;converted;"""Converted""";E;raw;18;-0.350776224;-0.350776224
249;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;brightness;VIS;spectro;converted;"""Converted""";E;raw;18;-0.397321787;-0.397321787
250;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;foot;bare_parts;carotenoid-based;brightness;UV;spectro;converted;"""Converted""";E;raw;18;0.038575024;0.038575024
251;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;foot;bare_parts;carotenoid-based;brightness;VIS;spectro;converted;"""Converted""";E;raw;18;0.09619542;0.09619542
252;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;brightness;UV;spectro;converted;"""Converted""";E;raw;10;0.138284858;0.138284858
253;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;brightness;VIS;spectro;converted;"""Converted""";E;raw;10;0.244773225;0.244773225
254;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;brightness;UV;spectro;converted;"""Converted""";E;raw;10;0.18595222;0.18595222
255;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;brightness;VIS;spectro;converted;"""Converted""";E;raw;10;0.076947395;0.076947395
256;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;brightness;UV;spectro;converted;"""Converted""";E;raw;10;0.346491367;0.346491367
257;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;brightness;VIS;spectro;converted;"""Converted""";E;raw;10;0.256330582;0.256330582
258;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;foot;bare_parts;carotenoid-based;brightness;UV;spectro;converted;"""Converted""";E;raw;10;-0.0215748;-0.0215748
259;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;foot;bare_parts;carotenoid-based;brightness;VIS;spectro;converted;"""Converted""";E;raw;10;0.054060589;0.054060589
260;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;hue;UV;spectro;converted;"""Converted""";E;raw;18;0.370858454;-0.370858454
261;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;hue;VIS;spectro;converted;"""Converted""";E;raw;18;0.110761416;-0.110761416
262;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;hue;UV;spectro;converted;"""Converted""";E;raw;18;0.172871734;-0.172871734
263;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;hue;VIS;spectro;converted;"""Converted""";E;raw;18;0;-0.333296187
264;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;hue;UV;spectro;converted;"""Converted""";E;raw;18;0.333296187;-0.333296187
265;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;hue;VIS;spectro;converted;"""Converted""";E;raw;18;0.173411646;0.165165686
266;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;foot;bare_parts;carotenoid-based;hue;UV;spectro;converted;"""Converted""";E;raw;18;-0.218094178;0.218094178
267;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;hue;UV;spectro;converted;"""Converted""";E;raw;10;-0.165165686;0.165165686
268;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;hue;VIS;spectro;converted;"""Converted""";E;raw;10;0.242896899;0.310519291
269;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;hue;UV;spectro;converted;"""Converted""";E;raw;10;0.297332339;-0.297332339
270;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;hue;VIS;spectro;converted;"""Converted""";E;raw;10;0.043637875;-0.043637875
271;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;hue;UV;spectro;converted;"""Converted""";E;raw;10;0.054538016;-0.054538016
272;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;hue;VIS;spectro;converted;"""Converted""";E;raw;10;0.202062377;-0.202062377
273;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;foot;bare_parts;carotenoid-based;hue;UV;spectro;converted;"""Converted""";E;raw;10;-0.310519291;0.310519291
274;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;saturation;UV;spectro;converted;"""Converted""";E;raw;18;-0.161195998;-0.161195998
275;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;saturation;VIS;spectro;converted;"""Converted""";E;raw;18;0.202327508;-0.161195998
276;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;saturation;UV;spectro;converted;"""Converted""";E;raw;18;-0.161195998;-0.161195998
277;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;saturation;VIS;spectro;converted;"""Converted""";E;raw;18;0.102753435;0.102753435
278;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;saturation;UV;spectro;converted;"""Converted""";E;raw;18;0;0
279;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;saturation;VIS;spectro;converted;"""Converted""";E;raw;18;0;0
280;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;foot;bare_parts;carotenoid-based;saturation;UV;spectro;converted;"""Converted""";E;raw;18;0;0
281;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;foot;bare_parts;carotenoid-based;saturation;VIS;spectro;converted;"""Converted""";E;raw;18;-0.054363484;-0.054363484
282;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;saturation;UV;spectro;converted;"""Converted""";E;raw;10;0.140520008;0.140520008
283;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;saturation;VIS;spectro;converted;"""Converted""";E;raw;10;-0.157672055;-0.157672055
284;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;saturation;UV;spectro;converted;"""Converted""";E;raw;10;0.040022366;0.040022366
285;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;saturation;VIS;spectro;converted;"""Converted""";E;raw;10;-0.148678759;-0.148678759
286;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;saturation;UV;spectro;converted;"""Converted""";E;raw;10;0.391752099;0.391752099
